time,ch0,ch1,ch2
0.8893311023712158,304,289,4095
0.8960928916931152,241,169,164
0.9021410942077637,4095,145,131
0.9080100059509277,4095,146,4095
0.913952112197876,149,182,4095
0.9199390411376953,4095,4095,234
0.9269211292266846,108,4095,4095
0.9333782196044922,112,4095,213
0.9398269653320312,4095,4095,238
0.9461431503295898,4095,290,4095
0.9522440433502197,189,170,134
0.9583461284637451,4095,144,169
0.9647879600524902,160,122,4095
0.9714441299438477,163,133,4095
0.9777958393096924,4095,4095,230
0.9837090969085693,4095,4095,4095
0.9899890422821045,99,4095,563
0.9971399307250977,4095,4095,239
1.0038530826568604,4095,304,4095
1.0093650817871094,192,147,145
1.0150129795074463,4095,142,176
1.0208358764648438,4095,145,4095
1.0264148712158203,144,157,4095
1.039301872253418,4095,4095,251
1.0462889671325684,123,4095,4095
1.0524330139160156,93,4095,1260
1.0588569641113281,4095,4095,338
1.0649840831756592,318,288,4095
1.0710961818695068,4095,114,87
1.0775771141052246,4095,137,170
1.083874225616455,4095,154,4095
1.0901319980621338,144,138,4095
1.0962162017822266,4095,4095,234
1.1023240089416504,105,4095,4095
1.108292818069458,110,4095,310
1.114483118057251,4095,4095,359
1.1209170818328857,4095,320,4095
1.1267342567443848,192,179,159
1.132404088973999,4095,94,95
1.1380980014801025,167,181,4095
1.143416166305542,158,162,4095
1.1489710807800293,4095,4095,245
1.1552457809448242,4095,4095,4095
1.1607260704040527,94,4095,4095
1.1662962436676025,4095,4095,194
1.1723310947418213,4095,309,4095
1.178467035293579,197,177,147
1.1842379570007324,4095,171,183
1.1909639835357666,4095,163,4095
1.1973178386688232,144,157,4095
1.2038569450378418,4095,4095,221
1.2097978591918945,126,4095,4095
1.2156250476837158,106,4095,409
1.2215821743011475,4095,4095,315
1.227470874786377,304,283,4095
1.233670949935913,4095,98,144
1.239867925643921,4095,134,167
1.24686598777771,4095,160,4095
1.252995252609253,155,208,4095
1.2593648433685303,4095,4095,233
1.2653450965881348,102,4095,4095
1.2714409828186035,111,4095,320
1.2772870063781738,4095,4095,330
1.2833950519561768,4095,265,4095
1.2895760536193848,201,187,149
1.29594087600708,4095,149,175
1.3018300533294678,159,147,4095
1.3076040744781494,150,163,4095
1.313513994216919,4095,4095,216
1.319342851638794,2737,4095,4095
1.3250420093536377,106,4095,129
1.331254005432129,4095,4095,405
1.3379199504852295,4095,308,4095
1.3439891338348389,195,176,168
1.3500070571899414,4095,164,154
1.355896234512329,171,153,4095
1.3626019954681396,165,155,4095
1.3685500621795654,4095,4095,203
1.3745510578155518,131,4095,4095
1.3809008598327637,96,4095,304
1.3871281147003174,4095,4095,281
1.3933031558990479,296,277,4095
1.399657964706421,4095,112,157
1.4055728912353516,4095,146,176
1.4125561714172363,4095,176,4095
1.4187989234924316,160,155,4095
1.4252722263336182,4095,4095,229
1.4315989017486572,97,4095,4095
1.437986135482788,102,4095,515
1.4446330070495605,4095,4095,295
1.451240062713623,4095,321,4095
1.4573140144348145,191,182,172
1.4631609916687012,4095,143,152
1.4688730239868164,230,187,4095
1.4746789932250977,145,157,4095
1.4808242321014404,4095,4095,222
1.4873440265655518,4095,4095,4095
1.4935948848724365,110,4095,154
1.4994378089904785,4095,4095,411
1.505986213684082,4095,314,4095
1.5124831199645996,179,176,161
1.518604040145874,4095,168,151
1.525111198425293,159,146,4095
1.5316298007965088,167,144,4095
1.538560152053833,4095,4095,224
1.5444819927215576,139,4095,4095
1.5504190921783447,101,4095,145
1.55696702003479,4095,4095,365
1.5631449222564697,304,288,4095
1.569005012512207,4095,165,179
1.5750510692596436,4095,147,171
1.5812890529632568,4095,155,4095
1.5876319408416748,162,146,4095
1.5935509204864502,4095,4095,208
1.599661111831665,98,4095,4095
1.6061179637908936,96,4095,1414
1.6126458644866943,4095,4095,355
1.6189041137695312,4095,319,4095
1.6250550746917725,182,180,144
1.6311838626861572,4095,154,169
1.6380691528320312,303,163,4095
1.643908977508545,131,137,4095
1.64957594871521,4095,4095,226
1.6552519798278809,322,4095,4095
1.6607749462127686,108,4095,154
1.6664772033691406,4095,4095,385
1.6721749305725098,4095,322,4095
1.6780340671539307,187,190,139
1.6851909160614014,4095,225,177
1.6913979053497314,162,154,4095
1.6978919506072998,162,163,4095
1.7043559551239014,4095,4095,211
1.7104110717773438,150,4095,4095
1.7164769172668457,94,4095,1290
1.722614049911499,4095,4095,352
1.7295000553131104,294,284,4095
1.735642910003662,2847,226,112
1.7417070865631104,4095,144,145
1.7476050853729248,4095,163,4095
1.7538800239562988,162,144,4095
1.7598941326141357,4095,4095,208
1.7661099433898926,102,4095,4095
1.7720189094543457,101,4095,150
1.7774631977081299,4095,4095,368
1.7832770347595215,333,273,4095
1.789254903793335,190,175,134
1.7958431243896484,4095,146,180
1.8021759986877441,282,161,4095
1.8083322048187256,148,143,4095
1.8147690296173096,4095,4095,235
1.821455955505371,496,4095,4095
1.8274850845336914,106,4095,144
1.8336992263793945,4095,4095,359
1.84108304977417,4095,325,4095
1.8470690250396729,167,183,157
1.854207992553711,4095,176,171
1.860173225402832,153,149,4095
1.8658900260925293,169,145,4095
1.8720741271972656,4095,4095,213
1.8784971237182617,159,4095,4095
1.8841538429260254,105,4095,85
1.8899710178375244,4095,4095,218
1.895941972732544,272,286,4095
1.9016079902648926,2763,165,163
1.9081768989562988,4095,144,166
1.9148800373077393,4095,144,4095
1.9212191104888916,165,157,4095
1.9270939826965332,4095,4095,241
1.9332680702209473,106,4095,4095
1.9390530586242676,89,4095,2083
1.9446070194244385,4095,4095,357
1.951685905456543,4095,325,4095
1.9577460289001465,182,145,87
1.9635570049285889,4095,139,173
1.9689319133758545,1338,154,4095
1.9743828773498535,149,112,4095
1.9808900356292725,4095,4095,257
1.98710298538208,1903,4095,4095
1.9937670230865479,96,4095,309
2.000009059906006,4095,4095,342
2.0058341026306152,4095,304,4095
2.0122079849243164,198,176,150
2.018048048019409,4095,144,151
2.0240049362182617,163,162,4095
2.0298011302948,161,147,4095
2.0353710651397705,4095,4095,243
2.0411410331726074,135,4095,4095
2.046808958053589,67,4095,2180
2.0522971153259277,4095,4095,318
2.05855393409729,301,304,4095
2.0646350383758545,1565,144,153
2.0709829330444336,4095,208,159
2.0766420364379883,4095,144,4095
2.0823261737823486,142,149,4095
2.0879690647125244,4095,4095,208
2.0937678813934326,116,4095,4095
2.099774122238159,73,4095,342
2.105579137802124,4095,4095,249
2.1109471321105957,4095,321,4095
2.1166532039642334,185,205,133
2.1223740577697754,4095,138,165
2.1276490688323975,773,144,4095
2.135136127471924,151,156,4095
2.140911817550659,4095,4095,224
2.146602153778076,4011,4095,4095
2.1521689891815186,98,4095,192
2.1577632427215576,4095,4095,289
2.163506031036377,4095,305,4095
2.1689469814300537,166,173,162
2.1751718521118164,4095,144,126
2.181156873703003,167,143,4095
2.187397003173828,161,145,4095
2.193089008331299,4095,4095,229
2.198773145675659,227,4095,4095
2.2044150829315186,100,4095,233
2.210383892059326,4095,4095,265
2.216315984725952,318,289,4095
2.2220959663391113,298,151,159
2.2273848056793213,4095,146,173
2.2329940795898438,4095,129,4095
2.238771915435791,212,240,4095
2.2440600395202637,4095,4095,235
2.2501308917999268,112,4095,4095
2.255913019180298,127,4095,449
2.262155055999756,4095,4095,304
2.2677478790283203,4095,323,4095
2.2733631134033203,192,190,139
2.2789509296417236,4095,138,98
2.284482002258301,2047,144,4095
2.2908098697662354,107,155,4095
2.2966630458831787,4095,4095,232
2.3034839630126953,4095,4095,4095
2.309720993041992,115,4095,146
2.316331148147583,4095,4095,395
2.322458028793335,4095,393,4095
2.3296871185302734,186,240,147
2.335512161254883,4095,151,174
2.3413121700286865,139,165,4095
2.3481860160827637,208,491,4095
2.3550260066986084,4095,4095,219
2.361091136932373,286,4095,4095
2.367142915725708,92,4095,1346
2.373933792114258,4095,4095,334
2.3798530101776123,319,300,4095
2.3853142261505127,175,153,145
2.391108989715576,4095,133,175
2.397473096847534,4095,149,4095
2.404067039489746,99,158,4095
2.41005802154541,4095,4095,250
2.4157559871673584,125,4095,4095
2.4213309288024902,73,4095,4095
2.4267849922180176,4095,4095,254
2.4324820041656494,4095,320,4095
2.4382119178771973,208,189,142
2.444179058074951,4095,138,114
2.4500539302825928,3015,157,4095
2.4558680057525635,164,147,4095
2.462116003036499,4095,4095,231
2.467749834060669,97,4095,4095
2.4733939170837402,100,4095,1502
2.4790449142456055,4095,4095,339
2.4852869510650635,4095,256,4095
2.491461992263794,186,190,146
2.4975781440734863,4095,145,180
2.504117012023926,159,151,4095
2.51019287109375,281,533,4095
2.515979051589966,4095,4095,196
2.5223910808563232,1128,4095,4095
2.5287601947784424,109,4095,176
2.5345070362091064,4095,4095,431
2.540140151977539,319,302,4095
2.5459558963775635,208,154,171
2.55197811126709,4095,150,173
2.5584158897399902,4095,165,4095
2.5646610260009766,163,96,4095
2.5710301399230957,4095,4095,208
2.576807975769043,112,4095,4095
2.5824809074401855,80,4095,1639
2.5883851051330566,4095,4095,340
2.5946500301361084,311,339,4095
2.6010608673095703,201,190,157
2.607079029083252,4095,141,153
2.6131930351257324,2640,155,4095
2.6194372177124023,172,151,4095
2.6252920627593994,4095,4095,231
2.6320080757141113,102,4095,4095
2.6381709575653076,98,4095,809
2.643742084503174,4095,4095,208
2.6500728130340576,4095,308,4095
2.656749963760376,174,174,161
2.6632180213928223,4095,140,160
2.669293165206909,176,160,4095
2.675650119781494,167,147,4095
2.6815149784088135,4095,4095,222
2.6873438358306885,3173,4095,4095
2.6936330795288086,80,4095,1378
2.699489116668701,4095,4095,335
2.7061069011688232,1424,320,4095
2.7129218578338623,198,162,159
2.7191669940948486,4095,160,176
2.725245952606201,4095,161,4095
2.732290029525757,160,146,4095
2.7383508682250977,4095,4095,220
2.7441179752349854,122,4095,4095
2.7500088214874268,97,4095,245
2.755889892578125,4095,4095,320
2.7622129917144775,294,323,4095
2.7681522369384766,202,167,162
2.7739861011505127,4095,154,135
2.780174970626831,4095,144,4095
2.787260055541992,135,170,4095
2.7937769889831543,4095,4095,213
2.8005120754241943,94,4095,4095
2.806298017501831,32,4095,4095
2.8127071857452393,4095,4095,181
2.819459915161133,4095,321,4095
2.8255228996276855,183,137,144
2.8310739994049072,4095,139,177
2.83681321144104,160,165,4095
2.8423471450805664,164,146,4095
2.8479650020599365,4095,4095,234
2.853832960128784,4095,4095,4095
2.860203981399536,83,4095,2866
2.867048978805542,4095,4095,304
2.8737261295318604,3888,309,4095
2.880368947982788,215,173,160
2.8860528469085693,4095,147,144
2.8922300338745117,4095,149,4095
2.8983728885650635,145,159,4095
2.9043779373168945,4095,4095,218
2.910367965698242,117,4095,4095
2.916313886642456,72,4095,861
2.9222159385681152,4095,4095,291
2.9277100563049316,313,323,4095
2.935046911239624,215,176,165
2.9409029483795166,4095,144,118
2.946784019470215,4095,150,4095
2.9523839950561523,158,160,4095
2.958179235458374,4095,4095,214
2.9639980792999268,67,4095,4095
2.969285011291504,103,4095,2824
2.976820945739746,4095,4095,297
2.9826388359069824,4095,346,4095
2.98852801322937,161,166,157
2.9941041469573975,4095,144,157
2.9999561309814453,214,159,4095
3.0057990550994873,156,229,4095
3.012157917022705,4095,4095,147
3.0184872150421143,4095,4095,4095
3.0242152214050293,112,4095,165
3.029935836791992,4095,4095,359
3.0355000495910645,4095,293,4095
3.041248083114624,165,184,165
3.047029972076416,4095,146,158
3.0528011322021484,4095,144,4095
3.0586419105529785,161,144,4095
3.0644948482513428,4095,4095,183
3.070344924926758,115,4095,4095
3.0757369995117188,78,4095,170
3.081338882446289,4095,4095,355
3.087246894836426,299,307,4095
3.0937459468841553,194,189,123
3.0997471809387207,4095,140,127
3.1058261394500732,4095,154,4095
3.1126720905303955,110,159,4095
3.1196630001068115,4095,4095,224
3.1266939640045166,110,4095,4095
3.1335370540618896,131,4095,156
3.139824867248535,4095,4095,362
3.1457748413085938,4095,315,4095
3.1514089107513428,113,187,160
3.157135009765625,4095,144,166
3.163094997406006,154,156,4095
3.170557975769043,160,240,4095
3.177138090133667,4095,4095,219
3.18320894241333,289,4095,4095
3.1896560192108154,103,4095,158
3.196497917175293,4095,4095,375
3.2026119232177734,4095,323,4095
3.209160089492798,144,189,147
3.2159109115600586,4095,151,166
3.2221310138702393,4095,175,4095
3.228956937789917,156,149,4095
3.235399007797241,4095,4095,213
3.241225004196167,115,4095,4095
3.2478220462799072,128,4095,160
3.254302978515625,4095,4095,403
3.2601261138916016,304,325,4095
3.2658610343933105,4095,138,141
3.2715468406677246,4095,145,178
3.277176856994629,4095,160,4095
3.283000946044922,158,153,4095
3.2894909381866455,4095,4095,203
3.2957510948181152,109,4095,4095
3.301616907119751,86,4095,144
3.307504892349243,4095,4095,378
3.3132519721984863,4095,288,4095
3.318840980529785,195,171,148
3.325730085372925,4095,155,153
3.331451892852783,114,151,4095
3.3374040126800537,143,255,4095
3.342906951904297,4095,4095,209
3.34854793548584,142,4095,4095
3.3544578552246094,154,4095,139
3.360413074493408,4095,4095,375
3.3663711547851562,4095,305,4095
3.3722360134124756,163,172,100
3.3776299953460693,4095,144,145
3.3846631050109863,167,159,4095
3.3902101516723633,151,159,4095
3.3962349891662598,4095,4095,210
3.402312994003296,112,4095,4095
3.40812087059021,87,4095,287
3.4232778549194336,4095,4095,338
3.433135986328125,295,317,4095
3.44096302986145,223,173,164
3.4479382038116455,4095,145,161
3.4555840492248535,4095,175,4095
3.462354898452759,121,144,4095
3.4681129455566406,4095,4095,215
3.474652051925659,107,4095,4095
3.4808011054992676,120,4095,159
3.487172842025757,4095,4095,304
3.4931459426879883,4095,295,4095
3.498995065689087,151,171,146
3.504812002182007,4095,171,158
3.51070499420166,161,114,4095
3.5168378353118896,206,201,4095
3.5227668285369873,4095,4095,214
3.529315948486328,2790,4095,4095
3.5353329181671143,173,4095,163
3.5419931411743164,4095,4095,351
3.548750162124634,4095,277,4095
3.555088996887207,143,166,144
3.561614990234375,4095,145,111
3.567843198776245,165,161,4095
3.5742008686065674,146,151,4095
3.580440044403076,4095,4095,208
3.5863890647888184,111,4095,4095
3.5939011573791504,103,4095,146
3.599776029586792,4095,4095,384
3.6060500144958496,301,384,4095
3.6124889850616455,4095,133,140
3.618947982788086,4095,143,166
3.6255130767822266,4095,157,4095
3.632612943649292,205,165,4095
3.639392137527466,4095,4095,205
3.646728992462158,111,4095,4095
3.6529788970947266,107,4095,157
3.658966064453125,4095,4095,399
3.6655070781707764,4095,279,4095
3.6715011596679688,177,182,155
3.6775319576263428,4095,145,166
3.683121919631958,157,147,4095
3.689962148666382,160,203,4095
3.6975691318511963,4095,4095,272
3.7048048973083496,126,4095,4095
3.7109808921813965,110,4095,112
3.7175519466400146,4095,4095,432
3.7242581844329834,4095,302,4095
3.7311391830444336,187,172,156
3.7377429008483887,4095,144,154
3.744837999343872,168,164,4095
3.7510499954223633,159,155,4095
3.757122039794922,4095,4095,195
3.763629913330078,112,4095,4095
3.7701151371002197,92,4095,159
3.7763960361480713,4095,4095,399
3.783601999282837,304,313,4095
3.7903261184692383,4095,136,133
3.796415090560913,4095,154,193
3.8032310009002686,4095,163,4095
3.8088390827178955,147,149,4095
3.8146939277648926,4095,4095,211
3.82088303565979,110,4095,4095
3.826742172241211,34,4095,150
3.8326008319854736,4095,4095,396
3.8384971618652344,4095,278,4095
3.8439300060272217,114,190,162
3.8497140407562256,4095,136,175
3.856078863143921,158,149,4095
3.8632562160491943,161,187,4095
3.869645118713379,4095,4095,195
3.8760249614715576,201,4095,4095
3.881998062133789,103,4095,158
3.8879799842834473,4095,4095,379
3.8941190242767334,4095,289,4095
3.9005110263824463,181,171,169
3.906830072402954,4095,143,157
3.9133949279785156,161,163,4095
3.9205660820007324,163,144,4095
3.9269750118255615,4095,4095,231
3.934112071990967,114,4095,4095
3.940777063369751,85,4095,592
3.9471869468688965,4095,4095,245
3.953761100769043,299,307,4095
3.9597630500793457,231,185,168
3.9655380249023438,4095,139,166
3.9717750549316406,4095,159,4095
3.978104829788208,209,151,4095
3.984251022338867,4095,4095,160
3.990316152572632,109,4095,4095
3.99626088142395,63,4095,214
4.0020880699157715,4095,4095,172
4.00846791267395,4095,307,4095
4.014969825744629,194,149,175
4.02114200592041,4095,155,156
4.0272111892700195,166,149,4095
4.03310489654541,149,161,4095
4.039147138595581,4095,4095,232
4.045814037322998,4095,4095,4095
4.052067041397095,165,4095,694
4.058008193969727,4095,4095,240
4.064137935638428,4095,296,4095
4.070454120635986,189,176,144
4.076536178588867,4095,142,147
4.082378149032593,4095,149,4095
4.088537931442261,163,122,4095
4.094022989273071,4095,4095,192
4.0996949672698975,114,4095,4095
4.105517864227295,111,4095,163
4.111021995544434,4095,4095,351
4.1184241771698,304,329,4095
4.124355792999268,4095,157,148
4.130141973495483,4095,81,164
4.136067152023315,4095,153,4095
4.143195867538452,160,156,4095
