time,emg
0.012265205383300781,498.0
0.023400068283081055,504.0
0.028927087783813477,503.0
0.03436899185180664,508.0
0.040223121643066406,513.0
0.04759812355041504,529.0
0.05659890174865723,554.0
0.06517410278320312,557.0
0.0726010799407959,555.0
0.07997822761535645,545.0
0.08446502685546875,558.0
0.0885019302368164,533.0
0.0934441089630127,518.0
0.09779119491577148,503.0
0.10547113418579102,489.0
0.11015009880065918,493.0
0.11444807052612305,492.0
0.1218559741973877,483.0
0.1268310546875,462.0
0.13163208961486816,495.0
0.13919925689697266,512.0
0.1460120677947998,511.0
0.15212607383728027,513.0
0.15763115882873535,523.0
0.16184115409851074,520.0
0.16870808601379395,515.0
0.17425203323364258,522.0
0.17866110801696777,525.0
0.18532395362854004,520.0
0.19027304649353027,519.0
0.19483304023742676,517.0
0.1989130973815918,488.0
0.20349717140197754,511.0
0.2106010913848877,511.0
0.21566200256347656,507.0
0.22053909301757812,508.0
0.22479915618896484,510.0
0.22978615760803223,510.0
0.23446321487426758,508.0
0.2407231330871582,507.0
0.2458662986755371,506.0
0.2511160373687744,499.0
0.2556571960449219,497.0
0.260634183883667,495.0
0.2650570869445801,494.0
0.2723822593688965,496.0
0.27759718894958496,504.0
0.2821190357208252,506.0
0.2875518798828125,510.0
0.29254913330078125,517.0
0.2976691722869873,517.0
0.3057901859283447,516.0
0.31209421157836914,521.0
0.3199279308319092,511.0
0.32572007179260254,513.0
0.3301980495452881,507.0
0.3349301815032959,491.0
0.3408529758453369,515.0
0.3461480140686035,518.0
0.3514530658721924,530.0
0.35592222213745117,534.0
0.36387014389038086,525.0
0.36997509002685547,511.0
0.3754920959472656,535.0
0.3814718723297119,536.0
0.38649797439575195,531.0
0.3917350769042969,525.0
0.39696621894836426,524.0
0.4021742343902588,518.0
0.4080381393432617,520.0
0.4134702682495117,513.0
0.41932106018066406,514.0
0.4246702194213867,512.0
0.430757999420166,518.0
0.436873197555542,512.0
0.44203996658325195,517.0
0.4474611282348633,534.0
0.4528980255126953,532.0
0.46070408821105957,536.0
0.46904706954956055,549.0
0.47373318672180176,554.0
0.4817221164703369,560.0
0.48912715911865234,562.0
0.4969961643218994,557.0
0.5027110576629639,559.0
0.5066900253295898,556.0
0.5138711929321289,548.0
0.5182530879974365,542.0
0.5220839977264404,529.0
0.5261869430541992,522.0
0.5305452346801758,496.0
0.5350031852722168,512.0
0.5392711162567139,509.0
0.5467832088470459,498.0
0.5511441230773926,514.0
0.5549721717834473,514.0
0.5589051246643066,517.0
0.5627181529998779,513.0
0.5691409111022949,519.0
0.5741500854492188,513.0
0.5784361362457275,508.0
0.5857090950012207,513.0
0.5906579494476318,495.0
0.5945820808410645,518.0
0.5987341403961182,534.0
0.6029250621795654,540.0
0.606910228729248,545.0
0.6138300895690918,541.0
0.6186668872833252,534.0
0.6233091354370117,525.0
0.6304659843444824,521.0
0.6345300674438477,524.0
0.6383368968963623,526.0
0.6432909965515137,527.0
0.6472530364990234,523.0
0.6518571376800537,505.0
0.6557891368865967,501.0
0.6599862575531006,493.0
0.6638851165771484,483.0
0.6684520244598389,479.0
0.6723849773406982,465.0
0.6763381958007812,477.0
0.6806530952453613,460.0
0.6849880218505859,469.0
0.6888830661773682,482.0
0.6931838989257812,491.0
0.6970770359039307,487.0
0.7016410827636719,491.0
0.7053968906402588,489.0
0.7096192836761475,494.0
0.7140130996704102,481.0
0.7182531356811523,488.0
0.7230930328369141,490.0
0.7298030853271484,494.0
0.734417200088501,497.0
0.7382380962371826,499.0
0.7429029941558838,504.0
0.7467319965362549,513.0
0.7508041858673096,514.0
0.754626989364624,501.0
0.7585132122039795,497.0
0.7629680633544922,518.0
0.7676630020141602,520.0
0.7716450691223145,523.0
0.7760319709777832,521.0
0.7797548770904541,532.0
0.7859671115875244,527.0
0.7904901504516602,532.0
0.7981281280517578,535.0
0.8047242164611816,532.0
0.8093039989471436,526.0
0.8136329650878906,521.0
0.8184380531311035,514.0
0.8223650455474854,514.0
0.8266720771789551,510.0
0.8303890228271484,515.0
0.8346128463745117,512.0
0.8384392261505127,515.0
0.8422939777374268,524.0
0.8463332653045654,513.0
0.8526101112365723,529.0
0.8601541519165039,529.0
0.8648381233215332,502.0
0.8716959953308105,522.0
0.8756430149078369,517.0
0.8800139427185059,519.0
0.8843450546264648,499.0
0.8883950710296631,513.0
0.8923361301422119,520.0
0.8958849906921387,524.0
0.9024980068206787,527.0
0.9068589210510254,535.0
0.9129500389099121,536.0
0.9191710948944092,547.0
0.9234521389007568,546.0
0.929663896560669,546.0
0.9364290237426758,542.0
0.9432361125946045,535.0
0.9485139846801758,532.0
0.9524571895599365,530.0
0.95638108253479,524.0
0.963670015335083,523.0
0.968325138092041,515.0
0.9718639850616455,513.0
0.975956916809082,514.0
0.9804079532623291,514.0
0.9846949577331543,514.0
0.9891571998596191,497.0
0.9961421489715576,510.0
1.002345085144043,505.0
1.0069282054901123,505.0
1.0114481449127197,514.0
1.015765905380249,505.0
1.0197620391845703,521.0
1.0234830379486084,525.0
1.030428171157837,530.0
1.0348572731018066,535.0
1.0389301776885986,530.0
1.0427420139312744,533.0
1.0461571216583252,524.0
1.0528202056884766,511.0
1.0573019981384277,508.0
1.061479091644287,506.0
1.0654051303863525,496.0
1.0719850063323975,486.0
1.075923204421997,453.0
1.0798780918121338,450.0
1.084625005722046,468.0
1.0887720584869385,471.0
1.0931580066680908,473.0
1.0968661308288574,488.0
1.1007962226867676,504.0
1.1045689582824707,507.0
1.1107420921325684,500.0
1.1155641078948975,517.0
1.1200990676879883,503.0
1.1265861988067627,513.0
1.1315791606903076,551.0
1.1385321617126465,564.0
1.1428921222686768,573.0
1.146632194519043,577.0
1.1510109901428223,569.0
1.1552202701568604,556.0
1.159424066543579,518.0
1.1632320880889893,522.0
1.169222116470337,499.0
